hospital_name,hospital_type,address,insurers,rating,specialties,tier,segment
Kerudi Hospital And Research Centre,Private,"Kaulpet, Extension Area, Opposite Axis Bank, Bagalkot, Karnataka, 587101",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Established
Kesar Nursing Home,Private,"Wz-61-A/3B, Opposite Institutional Area, Block-D, Street No.12, Vashist Park, Pankha Road, Delhi, Delhi, 110046","Star Health,Aditya Birla",0.0,General Surgery; Gynecology,Metro 1,Standard Private
Kesar Nursing Home,Private,"W76/A/3B Vashisht Park Pankha Road Najafgarh, West Delhi, Delhi, 110058",HDFC,0.0,General Surgery; Gynecology,Metro 1,Budget/Local
Kesar Hospital,Private,"Ah 11 Near Prabhu Dayal School Shalimar Bagh, Delhi, Delhi, 110088","Star Health,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
Kesar Hospital,Private,"C 480 Chawal Colony Faridabad, Faridabad, Haryana, 121001",HDFC,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kethams Hospital Private Limited,Private,"51/2 Nanjappa Main Road Vidyaranyapuram Next To Vijaya Bank, Bengaluru, Karnataka, 560097","Star Health,HDFC",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Ketki Nursing Home And Urology Hospital,Private,"Plot No. 12/2, Flat No. 2A, 2Nd Floor, Hyatt Medicare, Dr. N.B.Khare Marg, Dhantoli, Nagpur, Maharashtra, 440012",Star Health,0.0,Urology,Large City 1,Standard Private
Kevin Neuro Care Centre,Private,"293 B Ms Road, Vettornimadam, Nagercoil, Tamil Nadu, 629003",Star Health,0.0,Neurology,City 2,Budget/Local
Keya Hospitals,Private,"Patel Societys Lake, Page Road, Nadiad, Gujarat, 387002","Star Health,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Kg Multi Speciality Hospital And Research Centre,Private,"No-3048, 3049, 2Nd Street, V.O.C Nagar, Thanjavur, Tamil Nadu, 613007",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Khadke Hospital And Healthcare Pvt.Ltd,Private,"M J College Road Near Bhaskar Market, Jalgaon, Maharashtra, 425001","Star Health,HDFC,Niva Bupa,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Khalatkar Hospitall,Private,"R 29 Reshimbag Umred Road, Sakkardara, Nagpur, Maharashtra, 440009",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Khairnar Hospital,Private,"149 Railway Line Dist Solapur, Solapur, Maharashtra, 413001","Star Health,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Khalkar Hospital.,Private,"Plot No 16 Opposite Ymca Ground Sattha Colony Station Road, Ahmednagar, Maharashtra, 414001","Star Health,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Khandagale Hospital,Private,"Ghodegaon Tal Newasa Dist Ahmednagar, Ahmednagar, Maharashtra, 414607",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Khandelwal Hospital And Urology Centre Private Limited,Private,"B-15 16 East Krishna Nagarmain Swaran Cinema Road, East Delhi, Delhi, 110051","Star Health,Niva Bupa",0.0,Urology,Metro 1,Established
Khandelwal Nursing Home And Reserch Centre,Private,"Rangbari Road, Mahaveer Nagar Housing Board Colony, Mahaveer, Kota, Rajasthan, 324005",Star Health,0.0,General Surgery; Gynecology,City 1,Budget/Local
Khanna Hospital,Private,"C-2/396, Pankha Road, Dabri Crossing, Janakpuri, Delhi, Delhi, 110058","Star Health,HDFC",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Khanna Nursing Home -A Unit Of Khanna Multispeciality,Private,"Hospitals Pvt Ltd ) Opp Gill Petrol Pump Gt Road, Khanna, Punjab, 141401","Star Health,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Khanna Medical Centre,Private,"Near Sewak Sabha Hospital, Rishi Nagar, Hisar, Haryana, 125001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Kharghar Medicity Hospital-Kharghar,Private,"Avm Sai Chs, Plot No-C/23Next To Royal Tulip & Highway Facing, Kharghar, Navi Mumbai, Maharashtra, 410210",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Khetarpal Nursing Home,Private,"Gn 5 F&G Sector Gn 5 F&G Sector Near Shivaji College New Delhi, West Delhi, Delhi, 110027","Star Health,HDFC,ICICI Lombard",0.0,General Surgery; Gynecology,Metro 1,Established
Khonde Atkares Golden Care Hospital,Private,"5, Deshmukh Nagar, Opp Sahyadri Hills, Shivaji Nagar Road, Gharkheda Parisar, Aurangabad, Maharashtra, 431005",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Premium
Khomane Hospital,Private,"Opposite Ajinkya Bazaar, Near Panchayat Samiti, Baramati, Bhigwan Road, Pune, Maharashtra, 413102",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Standard Private
Khushi E.N.T. Hospital,Private,"Surat, Gujarat, 395009",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Khushlok Hospital-A Unit Of Murlax Enterprises Pvt. Ltd.,Private,"Maziapur, Bareilly, Uttar Pradesh, 243005",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kidney Care Hospital,Private,"Survey No-789/1, Plot No-26, Chowk No-5, Behind Prakash Petrol, Pondicherry, Pondicherry, 605001",Star Health,0.0,Urology,City 2,Premium
Kidney Care Hospital,Private,"Karelibaug Water Tank To Hathikhana Road Nirvana Building Opp Rushi Mandap, Vadodara, Gujarat, 390018",HDFC,0.0,Urology,Large City 1,Premium
Kidney Care Hospital,Private,"Mangeam Resedency Near New Navratam Complex New Navratam Complex, Udaipur, Rajasthan, 313004",HDFC,0.0,Urology,City 1,Premium
Kidney Hospital And Lifeline Medcial Institutions,Private,"63 And 64, Waryam Nagar, Cool Road, Jalandhar, Punjab, 144001",Star Health,0.0,Urology,City 1,Established
Kidneycare Hospital And Research Center,Private,"Behind Manglam Complex New Navratan Complex Fatehpura, Udaipur, Rajasthan, 313004",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kids Care Hospital,Private,"2-5-288, Nakkalagutta, Hanamkonda, Warangal, Telangana, 506001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Premium
Kidscare Nursing Home Pvt.Ltd,Private,"Hig 512/2 Kabir Nagar Durgakund, Varanasi, Uttar Pradesh","Star Health,Aditya Birla",0.0,General Surgery; Gynecology,Large City 2,Standard Private
Kidz Rainbow Children And Baby Hospital,Private,"Ramesh Reddy Nagar, Main Road, Near Rtc Bus Stand, Nellore, Andhra Pradesh, 524003",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kims Hospitals -A Unit Of Srinitha Hospitals And Research,Private,"Pvt.Ltd. H.No: 1-16-553/4, Municipality, Sirpur, Kagaznagar, Telangana, 504296",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kims Icon Hospitals -A Unit Of Iconkrishi Institute Of Medical,Private,"D No:32-11-2, Sheela Sagar, Near Ayyapa Temple, Kollam, Kerala, 691571",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Science Pvt Ltd                                                       Kims Kollam Multi Speciality Hospital,Private,"Visakhapatnam), Visakhapatnam, Andhra Pradesh, 530012",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Established
Kims Sai Seshadri Hospital (A Unit Of Arunodaya Hospitals,Private,"Pvt.Ltd New Bridge Road, Near Datta Temple, Pn Colony Junction, Srikakulam, Andhra Pradesh, 532001","Star Health,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kimsat Hospital,Private,"Govinda Mangalam, Kadakkal, Kerala, 691536",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kindorama Health Care Private Limited,Private,"Near Metro Station, Metro Pillar No.P/345, Pathadipalam, Kochi, Kalamassery, Kerala, 682033","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
Kingston Hospitals Private Limited,Private,"H No:10-5-5/3 Masabtank Banjara Hills Road No 1, Hyderabad, Telangana, 500028","Star Health,ICICI Lombard,Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
Kingsway Hospitals Nagpur,Private,"44, Kingsway, Near Kasturchand Park, Nagpur, Maharashtra, 440001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Kins Hospital,Private,"No.18/65-A5, Grace Campus, Court Road, Kuzhithurai., Kuzhithurai, Tamil Nadu, 629163",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kins Hospital,Private,"Sevoke More Ward No 6 B M Sarani Hill Cart Road, Siliguri, West Bengal, 734001","HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kiran Specaility Hospital,Private,"Near Basaveshwara Kalyanamantapa Opp. Venkateshwara High School Hosaline Road, Hassan, Karnataka, 573201",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kirti Hospital Kaithal,Private,"Park Road, Kaithal, Haryana, 136027","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kirti Hospital,Private,"Pranjal Apartment, Near Sst College, Morya Nagri, Maneregaon, Thane, Maharashtra, 421301","Star Health,HDFC,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kirti Hospital,Private,"Plot No 13 Sec 56 Opp Kendriya Vihar, Gurugram, Haryana, 122011",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kirti Nursing Home,Private,"Kedarnath Plot No: 7 Sector 7 R D P 5 Kandivali (W), Mumbai, Maharashtra, 400067","Star Health,Aditya Birla",0.0,General Surgery; Gynecology,Metro 1,Standard Private
Kjk Hospital Pvt Ltd,Private,"Tc 14/2098 Shawallace Lane, Nalanchira, Thiruvananthapuram, Kerala, 695015",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kkr Hospitals,Private,"H No: 1-15, Srinivasa Nagar, Near Pillar No:111, Beside Bus Stop, Medipally, Medchal, Hyderabad, Telangana, Hyderabad, Telangana, 500098","Star Health,Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kkr Hospital,Private,"No: 26/49, Venkatakrishna Road, Mandaveli, Chennai, Tamil Nadu, 600028",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kles Dr. Prabhakar Kore Hospital & Medical Research Centre,Private,"Nehru Nagar, Belagavi, Karnataka, 590010","Star Health,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kmc Hospital -Attavar,Private,"Attavara, Mangaluru, Karnataka, 575001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kmc Speciality Hospitals (I) Ltd.,Private,"6 Royal Road Cantonment (Nr Centre Bus Stop), Tiruchirappalli, Tamil Nadu, 620001","Star Health,HDFC,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kmch Kovilpalayam Hospital,Private,"87F, Sathy Road, Kovilpalayam, S.Skulam Kovilpalayam, Kuppepalayam, Tamil Nadu, 641107","Star Health,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Established
Kmch Sulur Hospital,Private,"242-B, Trichy Road, Opp. Rvs College, Sulur, Tamil Nadu, 641402","Star Health,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kms Hospitale,Private,"46 Kela Agraharam Street Trichy Main Road, Ariyalur, Tamil Nadu, 621704","Star Health,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kodakara Santhi Hospital Pvt. Ltd.,Private,"Near Nh 47, Kodakara (P.O), Near Kodakara Fly Over, Kodakara, Kerala, 680684","Star Health,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kodlikeri Hospital And Trust,Private,"Plot No. 8 Manjit Nagar, Opp. Akashwani, Jalna Road, Aurangabad, Maharashtra, 431005",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kodwani Hospital,Private,"Near Atithi Gruh Road, Bajaj Nagar, Tumsar, Maharashtra, 441912",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kokare Accident Hospital,Private,"Near Anant Mangal Karyalay, Shinganapur Road, Kolaki, Phaltan, Maharashtra, 415523",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kokate Multispeciality Hospital,Private,"Kashti Tal - Shrigonda Dist Ahmadnagar, Kasti, Maharashtra, 414701",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Kokilaben Dhirubhai Ambani Hospital,Private,"At Plot No. X 8 & X-8/1, Midc, Ttc Industrial Area, Koprkhairne, Thane, Maharashtra, 400710","Star Health,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Luxury
Kokilaben Dhirubhai Ambani Hospital,Private,"Andheri(W), Mumbai, Maharashtra, 400053",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Luxury
Kokilaben Orthopedic And Lung Hospital,Private,"4Th Floor, Arom Complex, Somatalav Char Rasta, Waghodia Road, Vadodara, Gujarat, 390019","Star Health,Niva Bupa",0.0,Orthopedics,Large City 1,Standard Private
Kolekar Hospital And Iccu,Private,"Om Prakash Arcade 2Nd & 3Rd Floor Ambedkar Garden Chembur, Mumbai, Maharashtra, 400071","Star Health,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kolekar Nursing Home,Private,"N G Acharya Marg Chembur, Mumbai, Maharashtra","Star Health,ICICI Lombard,Aditya Birla",0.0,General Surgery; Gynecology,Metro 1,Standard Private
Kolkata Nursing Home,Private,"Chinar Park Atghara Rajarhat Road Atghara, North 24 Pargana, West Bengal, 700136","Star Health,HDFC,ICICI Lombard",0.0,General Surgery; Gynecology,Metro 2,Established
Konaseema Institute Of Medical Sciences And Research,Private,"Foundation Nh-216, Chaitanya Health, Amalapuram, Andhra Pradesh, 533201",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kongu Heart Center,Private,"80, Karatangadu Bus Stop, Dharapuram Main Road, Tirupur, Tamil Nadu, 641608",Star Health,0.0,Cardiology,City 1,Standard Private
Kongu Hospital,Private,"262, Bhavani Road, Perundurai, Tamil Nadu, 638052",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kongu Medical Center,Private,"145, Palayakottai Road, Kangayam, Kangeyam, Tamil Nadu, 638701",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kongu Nursing Home,Private,"57, South Car St, Coimbatore, Tamil Nadu, 637211",Star Health,0.0,General Surgery; Gynecology,Large City 1,Standard Private
Koorapati Laparoscopy & Fertility Center,Private,"Plot.No.6-1-80, Near Asian Sridevi Mall, Kuda Lane, Hanamkonda, Warangal, Telangana, 506001","Star Health,HDFC,ICICI Lombard",0.0,General Surgery,City 1,Established
"Korbu Women""""S Care Hospital",Private,"Plot No. 12 Navbag Street, Behind Central Bus Stand, Vijayapur, Bijapur, Karnataka, 586101","Star Health,Aditya Birla",0.0,Gynecology,Town 1,Premium
Kosmos Superspeciality Hospital,Private,"C 59 60 Anand Vihar, Delhi, Delhi, 110092","Star Health,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kota Heart Insititute,Private,"10, A Tal Wandi, Opp. Vigyan Nagar, Kota, Rajasthan, 324005",Star Health,0.0,Cardiology,City 1,Budget/Local
Kotagiri Medical Fellowship Hospital,Private,"Kotagiri-Post, Jackanarai, Tamil Nadu, 643217",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kothari Accident And Orthopaedic Hospital,Private,"Opp.Walawalkar Petrol Pump, Old Station Road, Sangli, Maharashtra, 416416",Star Health,0.0,Orthopedics,City 2,Budget/Local
Kotnis Peoples Nursing Home,Private,"7-5-18, Lecturers Colony, Tenali, Andhra Pradesh",Star Health,0.0,General Surgery; Gynecology,City 2,Budget/Local
Kovai Diabetes Speciality Centre And Hospital,Private,"15, Vivekanand Road, Ramnagar, Coimbatore, Tamil Nadu, 641009",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
